                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    161,                0.39568,                0.22673,                0.84074,                0.99469,                0.99558,                0.99436,                 0.8303,                0.56127,                0.25258,                0.82168,             0.00018907,             0.00018907,             0.00018907
                    162,                0.39348,                0.22665,                0.83617,                0.99325,                0.99104,                0.99191,                0.82905,                0.55747,                0.25736,                0.82461,             0.00018457,             0.00018457,             0.00018457
                    163,                0.38617,                0.22732,                0.83659,                0.99014,                0.99104,                0.99196,                0.82527,                  0.565,                0.25773,                0.81919,             0.00018007,             0.00018007,             0.00018007
                    164,                0.39135,                 0.2263,                0.83682,                0.99563,                0.99333,                0.99437,                0.82883,                0.55865,                0.25445,                0.81794,             0.00017557,             0.00017557,             0.00017557
                    165,                0.38854,                0.22347,                 0.8315,                0.99719,                0.99333,                0.99446,                0.83069,                0.55659,                  0.249,                0.81866,             0.00017107,             0.00017107,             0.00017107
                    166,                0.39822,                0.22855,                0.83819,                0.99679,                0.99333,                 0.9944,                0.82363,                0.56231,                0.24861,                0.81992,             0.00016657,             0.00016657,             0.00016657
                    167,                0.38554,                0.22174,                0.82988,                0.99495,                0.99561,                0.99441,                0.82917,                0.55959,                0.24856,                0.81825,             0.00016207,             0.00016207,             0.00016207
                    168,                0.37932,                0.22147,                0.83486,                0.99326,                0.99471,                0.99439,                0.83222,                 0.5469,                0.24965,                0.81887,             0.00015758,             0.00015758,             0.00015758
                    169,                0.38756,                0.22177,                0.84026,                0.99347,                0.99507,                0.99435,                0.82996,                0.54852,                0.25488,                0.81553,             0.00015308,             0.00015308,             0.00015308
                    170,                0.39053,                0.22432,                  0.841,                0.99284,                0.99561,                0.99357,                0.82619,                0.55609,                0.25733,                0.81826,             0.00014858,             0.00014858,             0.00014858
                    171,                 0.3797,                0.22229,                0.83718,                0.99445,                0.99403,                0.99282,                0.82846,                0.55299,                0.25517,                0.81895,             0.00014408,             0.00014408,             0.00014408
                    172,                0.38668,                0.22084,                0.83572,                0.99268,                 0.9925,                0.99164,                0.82703,                0.56087,                0.25671,                0.82186,             0.00013958,             0.00013958,             0.00013958
                    173,                0.38446,                0.22184,                 0.8374,                0.99582,                0.99561,                 0.9931,                0.82512,                0.55486,                0.25751,                0.81836,             0.00013508,             0.00013508,             0.00013508
                    174,                0.38335,                0.22373,                0.83378,                 0.9932,                0.99333,                0.99097,                 0.8264,                0.56413,                0.25946,                0.82152,             0.00013058,             0.00013058,             0.00013058
                    175,                0.38555,                0.22325,                0.83514,                0.99505,                0.99561,                0.99277,                0.82821,                0.55416,                0.25971,                 0.8195,             0.00012608,             0.00012608,             0.00012608
                    176,                 0.3876,                 0.2209,                0.83451,                 0.9931,                0.99333,                0.99238,                0.82647,                 0.5564,                0.25664,                0.81775,             0.00012158,             0.00012158,             0.00012158
                    177,                0.38331,                0.22026,                0.83264,                0.99716,                0.99561,                0.99439,                0.83022,                0.55319,                0.25505,                0.81777,             0.00011708,             0.00011708,             0.00011708
                    178,                0.38881,                0.21926,                0.83889,                0.99296,                0.99333,                0.99167,                0.82739,                 0.5571,                0.25635,                0.82216,             0.00011258,             0.00011258,             0.00011258
                    179,                0.38898,                0.22004,                0.83657,                0.99287,                0.99308,                0.99118,                0.82648,                0.55599,                0.25505,                0.82336,             0.00010808,             0.00010808,             0.00010808
                    180,                0.38494,                 0.2194,                0.83488,                0.99412,                0.99333,                0.99155,                0.82723,                 0.5571,                0.25038,                0.81999,             0.00010358,             0.00010358,             0.00010358
                    181,                0.38312,                0.21841,                0.83651,                0.99637,                0.99561,                0.99448,                0.82836,                0.55342,                 0.2536,                0.82038,             9.9081e-05,             9.9081e-05,             9.9081e-05
                    182,                 0.3731,                0.21572,                0.83513,                0.99624,                0.99511,                0.99446,                0.82811,                0.55596,                0.24835,                0.81982,             9.4581e-05,             9.4581e-05,             9.4581e-05
                    183,                0.37855,                0.21635,                0.83324,                0.99679,                0.99513,                0.99448,                0.82966,                0.55406,                 0.2432,                0.82224,             9.0082e-05,             9.0082e-05,             9.0082e-05
                    184,                 0.3733,                0.21715,                0.83145,                0.99511,                0.99333,                0.99155,                0.82847,                0.55561,                0.24516,                0.82133,             8.5582e-05,             8.5582e-05,             8.5582e-05
                    185,                0.37213,                0.21583,                0.83661,                0.99504,                0.99333,                 0.9916,                0.82406,                0.55911,                0.24377,                0.82239,             8.1083e-05,             8.1083e-05,             8.1083e-05
                    186,                0.37856,                0.21606,                0.82975,                0.99608,                0.99333,                0.99447,                0.82257,                0.56135,                0.24756,                0.82189,             7.6583e-05,             7.6583e-05,             7.6583e-05
                    187,                0.36921,                0.21232,                0.83684,                0.99337,                0.99226,                0.99177,                0.82643,                0.56197,                0.25015,                0.82258,             7.2084e-05,             7.2084e-05,             7.2084e-05
                    188,                0.36711,                0.21038,                0.83462,                0.99308,                0.99222,                0.99168,                0.82983,                 0.5576,                0.24837,                0.82315,             6.7584e-05,             6.7584e-05,             6.7584e-05
                    189,                0.37853,                0.21271,                0.83495,                0.99416,                0.99333,                0.99173,                0.82587,                   0.56,                0.24723,                0.82252,             6.3085e-05,             6.3085e-05,             6.3085e-05
                    190,                0.37709,                0.21674,                0.82793,                0.99425,                0.99333,                0.99168,                  0.829,                0.55579,                0.24383,                0.82003,             5.8585e-05,             5.8585e-05,             5.8585e-05
                    191,                0.41238,                0.21334,                0.82012,                0.99061,                0.99333,                0.99071,                0.83232,                0.54662,                0.24409,                0.82069,             5.4086e-05,             5.4086e-05,             5.4086e-05
                    192,                0.40566,                0.20987,                0.82109,                0.99071,                0.99333,                0.99129,                0.83357,                0.54662,                0.24691,                0.82257,             4.9586e-05,             4.9586e-05,             4.9586e-05
                    193,                0.39979,                0.20682,                0.81904,                  0.991,                0.99333,                0.98972,                 0.8318,                0.54323,                0.24267,                0.82044,             4.5086e-05,             4.5086e-05,             4.5086e-05
                    194,                0.40092,                0.20574,                 0.8199,                0.99311,                0.99333,                0.98989,                0.83693,                0.54163,                0.24261,                0.82064,             4.0587e-05,             4.0587e-05,             4.0587e-05
                    195,                0.39589,                0.20381,                0.81539,                0.99232,                0.99333,                0.98998,                0.83642,                0.54305,                0.24393,                0.81968,             3.6087e-05,             3.6087e-05,             3.6087e-05
                    196,                0.39761,                0.20436,                0.81598,                0.99386,                0.99253,                0.99144,                 0.8359,                0.54749,                0.24113,                0.82136,             3.1588e-05,             3.1588e-05,             3.1588e-05
                    197,                0.39293,                0.20303,                0.81649,                0.99499,                0.99321,                0.99188,                 0.8354,                0.54682,                0.24387,                0.82067,             2.7088e-05,             2.7088e-05,             2.7088e-05
                    198,                0.39286,                0.20364,                0.81696,                0.99203,                0.99333,                0.99187,                 0.8331,                0.54671,                0.24535,                0.82116,             2.2589e-05,             2.2589e-05,             2.2589e-05
                    199,                0.39476,                0.20295,                0.81603,                0.99135,                0.99333,                0.99176,                0.83243,                0.54626,                0.24548,                0.81993,             1.8089e-05,             1.8089e-05,             1.8089e-05
                    200,                0.39546,                0.20099,                0.81188,                0.99355,                0.99333,                 0.9912,                0.83356,                0.54597,                0.24548,                0.82079,              1.359e-05,              1.359e-05,              1.359e-05
