                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     22,                0.50511,                0.34333,                0.86875,                0.99113,                0.98807,                0.99149,                0.80109,                0.63413,                0.35304,                0.85601,             0.00081451,             0.00081451,             0.00081451
                     23,                0.50017,                0.33697,                0.86455,                0.99352,                0.98391,                0.99269,                0.79815,                0.58621,                0.32629,                0.83354,             0.00081001,             0.00081001,             0.00081001
                     24,                0.51661,                0.34023,                0.87079,                0.99047,                0.99265,                0.99391,                0.79404,                0.60608,                0.34358,                0.82711,             0.00080551,             0.00080551,             0.00080551
                     25,                 0.5039,                 0.3321,                 0.8663,                0.98736,                0.99456,                  0.994,                0.79898,                0.59065,                0.33058,                0.82266,             0.00080101,             0.00080101,             0.00080101
                     26,                0.49889,                0.33406,                0.86606,                0.98568,                0.99561,                0.99204,                 0.7816,                0.60314,                0.35537,                0.83088,             0.00079651,             0.00079651,             0.00079651
                     27,                0.49548,                0.32779,                0.86086,                0.99459,                0.99336,                0.99409,                0.81405,                0.58497,                0.32843,                0.84292,             0.00079201,             0.00079201,             0.00079201
                     28,                0.48164,                 0.3213,                0.86446,                0.99608,                0.99496,                0.99442,                 0.8087,                0.60875,                 0.3272,                0.83919,             0.00078751,             0.00078751,             0.00078751
                     29,                0.48571,                 0.3174,                0.86953,                0.99585,                0.99333,                0.99348,                0.81502,                0.59441,                0.32866,                0.82467,             0.00078301,             0.00078301,             0.00078301
                     30,                0.49286,                0.32689,                0.86359,                0.99492,                 0.9937,                0.99377,                0.81216,                0.58356,                 0.3297,                0.82623,             0.00077851,             0.00077851,             0.00077851
                     31,                0.49504,                0.32655,                0.86659,                0.99197,                0.99298,                0.99216,                0.80995,                0.58957,                0.32055,                0.82747,             0.00077401,             0.00077401,             0.00077401
                     32,                0.49358,                0.33043,                0.86534,                0.99314,                0.99443,                0.99378,                0.81613,                0.57593,                0.31888,                0.83469,             0.00076951,             0.00076951,             0.00076951
                     33,                0.48934,                0.31888,                0.86932,                0.98725,                 0.9955,                0.99355,                 0.8054,                0.58382,                0.33818,                0.82651,             0.00076501,             0.00076501,             0.00076501
                     34,                 0.4855,                0.32041,                0.86504,                0.99054,                0.99544,                0.99302,                0.81929,                0.56288,                0.32576,                 0.8286,             0.00076051,             0.00076051,             0.00076051
                     35,                0.48543,                0.32474,                 0.8644,                0.99208,                0.99333,                0.99215,                0.80673,                 0.5886,                0.33393,                 0.8285,             0.00075602,             0.00075602,             0.00075602
                     36,                0.47969,                0.31473,                0.86245,                 0.9916,                0.99338,                0.99426,                0.80273,                0.58167,                0.31061,                0.82203,             0.00075152,             0.00075152,             0.00075152
                     37,                0.48943,                0.31914,                0.86435,                0.99212,                0.98888,                0.99317,                0.80677,                0.58776,                0.31738,                0.81572,             0.00074702,             0.00074702,             0.00074702
                     38,                0.48523,                 0.3147,                0.86366,                0.99031,                0.99333,                0.99289,                0.80346,                 0.5858,                0.31448,                0.82951,             0.00074252,             0.00074252,             0.00074252
                     39,                0.48284,                0.32163,                0.86093,                0.99717,                0.99561,                0.99448,                0.82045,                0.57011,                0.30704,                0.82475,             0.00073802,             0.00073802,             0.00073802
                     40,                 0.4778,                0.30531,                0.85962,                0.99607,                0.99488,                0.99431,                0.81718,                0.56324,                0.31628,                0.82102,             0.00073352,             0.00073352,             0.00073352
                     41,                0.48043,                  0.304,                 0.8603,                0.99638,                0.99353,                0.99449,                0.81619,                0.58062,                0.30505,                0.82532,             0.00072902,             0.00072902,             0.00072902
                     42,                0.47718,                0.30519,                0.86017,                0.99198,                0.99456,                0.99425,                 0.8195,                0.57093,                0.30065,                 0.8208,             0.00072452,             0.00072452,             0.00072452
                     43,                0.47196,                0.30212,                0.86173,                0.99639,                0.99386,                0.99325,                0.81006,                0.58918,                0.31567,                0.82366,             0.00072002,             0.00072002,             0.00072002
                     44,                0.47601,                0.30431,                0.85549,                0.99395,                0.99276,                0.99355,                0.81554,                0.58658,                0.31355,                0.83383,             0.00071552,             0.00071552,             0.00071552
                     45,                0.47753,                0.30905,                0.86106,                 0.9927,                0.99333,                0.99318,                0.80457,                0.58902,                0.34544,                0.84709,             0.00071102,             0.00071102,             0.00071102
                     46,                 0.4697,                0.30994,                0.85884,                0.99303,                0.99436,                0.99317,                0.81412,                0.56527,                0.32704,                0.83313,             0.00070652,             0.00070652,             0.00070652
                     47,                0.47288,                0.30849,                0.85109,                0.99692,                0.99403,                0.99296,                0.81958,                0.56682,                0.30432,                0.83685,             0.00070202,             0.00070202,             0.00070202
                     48,                0.45988,                0.29393,                0.85706,                0.99179,                0.99333,                0.99336,                 0.8178,                0.57017,                 0.3012,                0.83718,             0.00069752,             0.00069752,             0.00069752
                     49,                0.46561,                0.29506,                0.85718,                0.99454,                0.99561,                0.99418,                0.81616,                0.58514,                0.30196,                0.84143,             0.00069302,             0.00069302,             0.00069302
                     50,                0.47582,                0.30504,                0.85801,                0.99409,                0.99561,                0.99429,                0.81843,                0.56285,                0.30667,                0.83307,             0.00068852,             0.00068852,             0.00068852
                     51,                0.46647,                 0.2985,                0.85712,                0.99346,                0.99215,                0.99351,                 0.8059,                0.59108,                0.31097,                0.84218,             0.00068402,             0.00068402,             0.00068402
                     52,                0.46457,                0.29656,                0.86172,                0.99417,                0.99561,                0.99347,                0.81655,                0.56614,                0.30839,                0.83086,             0.00067952,             0.00067952,             0.00067952
                     53,                0.46411,                 0.2951,                0.85395,                0.99264,                0.99561,                0.99428,                0.82698,                0.55781,                0.29369,                0.81806,             0.00067502,             0.00067502,             0.00067502
                     54,                0.46682,                0.29337,                0.85679,                0.99674,                0.99119,                0.99433,                0.83125,                0.55711,                0.29589,                 0.8213,             0.00067052,             0.00067052,             0.00067052
                     55,                0.46485,                 0.2885,                0.85633,                0.99577,                0.99244,                 0.9943,                0.82735,                0.56648,                0.28641,                0.82647,             0.00066602,             0.00066602,             0.00066602
                     56,                0.45931,                0.28975,                0.85214,                0.99662,                0.99561,                0.99435,                 0.8224,                0.57189,                0.28918,                0.82389,             0.00066152,             0.00066152,             0.00066152
                     57,                0.45805,                0.28302,                0.85539,                0.99112,                0.99333,                0.99413,                0.81485,                0.57792,                0.29078,                0.82797,             0.00065703,             0.00065703,             0.00065703
                     58,                0.46211,                0.29359,                0.85663,                0.99372,                0.99414,                0.99422,                0.81949,                0.57815,                0.28767,                0.82215,             0.00065253,             0.00065253,             0.00065253
                     59,                0.46906,                0.29289,                0.85934,                0.98906,                0.99629,                0.99409,                0.82092,                0.56794,                0.29104,                0.82071,             0.00064803,             0.00064803,             0.00064803
                     60,                0.45888,                0.28832,                0.85865,                0.99391,                0.99356,                0.99431,                0.81902,                0.56469,                0.28861,                0.82019,             0.00064353,             0.00064353,             0.00064353
                     61,                  0.454,                0.28306,                0.85816,                0.99739,                0.99395,                 0.9945,                0.82491,                0.56315,                 0.2993,                0.81892,             0.00063903,             0.00063903,             0.00063903
                     62,                0.46445,                0.28366,                0.85545,                0.99707,                0.99333,                0.99442,                0.82223,                 0.5629,                0.27627,                0.82228,             0.00063453,             0.00063453,             0.00063453
                     63,                0.47045,                0.28792,                0.86267,                 0.9975,                0.99462,                0.99428,                0.82761,                0.57062,                0.28609,                  0.824,             0.00063003,             0.00063003,             0.00063003
                     64,                0.45079,                0.27521,                 0.8564,                0.99631,                0.99459,                0.99424,                0.83232,                0.56198,                0.29546,                0.83224,             0.00062553,             0.00062553,             0.00062553
                     65,                0.45156,                0.28105,                0.85008,                0.99587,                0.99561,                0.99431,                0.82059,                0.56396,                0.28746,                0.83142,             0.00062103,             0.00062103,             0.00062103
                     66,                0.45339,                0.27983,                0.85114,                0.99439,                0.99253,                0.99388,                0.82326,                0.56197,                0.28943,                0.82796,             0.00061653,             0.00061653,             0.00061653
                     67,                0.45341,                0.28124,                0.85394,                0.99489,                0.99031,                 0.9938,                0.82126,                0.54813,                0.28088,                0.82659,             0.00061203,             0.00061203,             0.00061203
                     68,                 0.4544,                0.27726,                0.85592,                0.99676,                0.99333,                0.99436,                0.82496,                0.56364,                0.30002,                0.82737,             0.00060753,             0.00060753,             0.00060753
                     69,                0.45332,                0.28029,                0.85221,                0.99649,                0.99473,                0.99448,                0.82281,                0.55607,                0.29674,                0.83182,             0.00060303,             0.00060303,             0.00060303
                     70,                0.45128,                0.27631,                0.85063,                0.99203,                 0.9953,                0.99421,                0.82884,                0.55764,                0.29246,                0.83355,             0.00059853,             0.00059853,             0.00059853
                     71,                  0.448,                0.28211,                0.85245,                0.98773,                0.99516,                0.99358,                0.81947,                0.56902,                0.30711,                0.83093,             0.00059403,             0.00059403,             0.00059403
                     72,                 0.4396,                0.27226,                0.85141,                0.99587,                0.99537,                0.99443,                0.82448,                0.55053,                0.28009,                0.81685,             0.00058953,             0.00058953,             0.00058953
                     73,                0.44698,                0.27032,                0.85203,                 0.9949,                0.99561,                 0.9944,                0.82233,                0.55747,                0.28749,                0.82306,             0.00058503,             0.00058503,             0.00058503
                     74,                0.44243,                0.27427,                0.85871,                  0.993,                0.99775,                0.99439,                0.81392,                0.57333,                0.28911,                0.83013,             0.00058053,             0.00058053,             0.00058053
                     75,                0.44218,                0.27802,                0.85527,                0.99342,                0.99598,                0.99442,                0.82626,                0.55629,                0.29695,                0.82697,             0.00057603,             0.00057603,             0.00057603
                     76,                0.43641,                0.26821,                 0.8503,                0.98911,                0.99333,                0.99249,                0.81712,                0.57963,                0.30494,                0.83149,             0.00057153,             0.00057153,             0.00057153
                     77,                0.44645,                   0.27,                0.85062,                0.99359,                0.99561,                0.99385,                0.82041,                0.57127,                0.30245,                0.81739,             0.00056703,             0.00056703,             0.00056703
                     78,                  0.441,                0.27109,                0.85071,                0.98833,                0.99435,                0.99429,                0.82947,                0.56151,                 0.2931,                0.82865,             0.00056253,             0.00056253,             0.00056253
                     79,                0.43566,                0.26897,                0.84789,                0.99467,                0.99463,                0.99303,                0.82539,                  0.562,                0.29561,                0.82668,             0.00055804,             0.00055804,             0.00055804
                     80,                0.44796,                0.27732,                0.85364,                0.99503,                0.99041,                0.99357,                0.81465,                0.56799,                0.28318,                0.82341,             0.00055354,             0.00055354,             0.00055354
                     81,                0.44221,                0.27207,                 0.8524,                0.99648,                0.98692,                0.99431,                 0.8281,                0.55555,                0.27484,                0.81743,             0.00054904,             0.00054904,             0.00054904
                     82,                0.44472,                0.27183,                0.85284,                0.99556,                0.99333,                 0.9943,                0.82664,                0.55119,                0.28253,                0.81554,             0.00054454,             0.00054454,             0.00054454
                     83,                 0.4425,                0.26697,                0.85153,                 0.9944,                0.99333,                0.99425,                0.81356,                0.57817,                0.29297,                0.82743,             0.00054004,             0.00054004,             0.00054004
                     84,                  0.435,                0.26692,                0.85185,                0.99497,                0.99104,                0.99298,                0.81689,                0.57217,                0.28676,                0.83778,             0.00053554,             0.00053554,             0.00053554
                     85,                0.43898,                0.26642,                0.85432,                0.99749,                0.99588,                0.99449,                0.82155,                0.56612,                0.28546,                0.83286,             0.00053104,             0.00053104,             0.00053104
                     86,                0.45219,                0.27081,                0.84638,                0.99707,                0.99328,                0.99446,                0.82224,                0.56837,                0.28258,                0.83449,             0.00052654,             0.00052654,             0.00052654
                     87,                0.43827,                0.26703,                0.84933,                0.99762,                0.99452,                0.99446,                0.83029,                0.55627,                0.28574,                0.82319,             0.00052204,             0.00052204,             0.00052204
                     88,                0.43216,                0.26113,                0.83951,                0.98755,                0.99197,                0.99165,                0.83036,                 0.5464,                0.29059,                0.81356,             0.00051754,             0.00051754,             0.00051754
                     89,                0.43528,                0.26696,                 0.8478,                0.99213,                0.99739,                0.99445,                0.83698,                0.54089,                0.27282,                0.81151,             0.00051304,             0.00051304,             0.00051304
                     90,                0.43405,                0.26415,                 0.8516,                 0.9926,                0.99751,                0.99441,                0.81757,                0.56135,                0.27864,                 0.8165,             0.00050854,             0.00050854,             0.00050854
                     91,                0.44729,                0.27516,                0.85673,                0.99196,                0.99775,                0.99418,                0.81725,                0.57123,                0.28256,                0.81776,             0.00050404,             0.00050404,             0.00050404
                     92,                0.43817,                0.27069,                0.84547,                0.99598,                0.99167,                0.99448,                0.82229,                0.55719,                0.27626,                0.82889,             0.00049954,             0.00049954,             0.00049954
                     93,                0.43697,                0.26699,                0.85506,                0.99185,                0.99561,                0.99439,                0.82124,                0.57412,                0.28807,                0.82397,             0.00049504,             0.00049504,             0.00049504
                     94,                0.43393,                0.26643,                0.84656,                0.99099,                0.99569,                0.99442,                0.82994,                0.55862,                0.27294,                0.82074,             0.00049054,             0.00049054,             0.00049054
                     95,                0.43797,                0.26102,                0.84704,                0.98712,                0.99693,                0.99428,                0.83408,                0.54149,                0.27481,                0.81837,             0.00048604,             0.00048604,             0.00048604
                     96,                0.44319,                0.26947,                0.84954,                0.99061,                0.99546,                0.99416,                0.83384,                0.54233,                0.27464,                0.81736,             0.00048154,             0.00048154,             0.00048154
                     97,                0.43242,                0.26769,                0.84979,                0.99582,                 0.9941,                0.99447,                0.83163,                0.55349,                0.27929,                0.82354,             0.00047704,             0.00047704,             0.00047704
                     98,                0.42485,                0.26127,                0.84909,                0.99539,                0.98717,                 0.9934,                0.83274,                0.55933,                0.28979,                0.81918,             0.00047254,             0.00047254,             0.00047254
                     99,                 0.4365,                0.26671,                0.85191,                0.99334,                0.98928,                0.99335,                0.83014,                0.55729,                0.27874,                0.81843,             0.00046804,             0.00046804,             0.00046804
                    100,                0.43593,                0.26568,                0.84994,                0.98622,                0.99333,                0.99282,                0.82669,                0.55343,                0.28061,                0.81653,             0.00046354,             0.00046354,             0.00046354
                    101,                 0.4265,                0.25602,                0.84937,                  0.993,                0.99119,                0.99276,                0.82875,                0.55121,                 0.2782,                0.81528,             0.00045904,             0.00045904,             0.00045904
                    102,                0.43431,                0.26446,                0.84532,                0.99259,                0.99119,                0.99301,                0.83514,                0.54874,                0.27641,                0.81276,             0.00045455,             0.00045455,             0.00045455
                    103,                0.43429,                0.26351,                0.85145,                0.99453,                0.99119,                0.99235,                0.82707,                0.55917,                0.27259,                0.82872,             0.00045005,             0.00045005,             0.00045005
                    104,                0.43362,                0.26163,                0.84489,                0.99598,                  0.995,                0.99423,                  0.824,                0.56907,                 0.2757,                0.83035,             0.00044555,             0.00044555,             0.00044555
                    105,                0.44068,                0.26266,                0.85062,                0.99458,                0.99337,                0.99424,                0.82945,                0.54832,                0.27301,                0.82977,             0.00044105,             0.00044105,             0.00044105
                    106,                0.43077,                0.26022,                0.84962,                0.99586,                0.99214,                0.99428,                 0.8306,                0.54618,                0.27026,                0.82123,             0.00043655,             0.00043655,             0.00043655
                    107,                0.42479,                0.25584,                0.84219,                0.99361,                0.99395,                0.99441,                0.83554,                0.54602,                0.26715,                0.81491,             0.00043205,             0.00043205,             0.00043205
                    108,                0.42704,                0.25382,                0.84283,                0.99404,                0.99487,                 0.9943,                0.83143,                0.55168,                0.26934,                0.82158,             0.00042755,             0.00042755,             0.00042755
                    109,                0.42202,                0.25422,                0.84176,                0.99658,                0.99512,                0.99444,                0.83375,                0.54692,                0.27086,                0.81878,             0.00042305,             0.00042305,             0.00042305
                    110,                0.41803,                 0.2516,                0.84203,                0.99212,                0.99273,                 0.9927,                0.83321,                0.54258,                0.26767,                0.82415,             0.00041855,             0.00041855,             0.00041855
                    111,                0.41748,                0.25083,                0.84285,                0.99692,                0.99561,                 0.9945,                0.83494,                0.54928,                0.26851,                0.82098,             0.00041405,             0.00041405,             0.00041405
                    112,                0.42317,                0.25153,                0.84591,                 0.9962,                0.99414,                0.99453,                 0.8327,                0.56453,                0.27232,                 0.8166,             0.00040955,             0.00040955,             0.00040955
                    113,                0.42762,                0.25997,                0.84483,                0.99621,                0.99464,                0.99455,                0.82696,                0.54884,                 0.2626,                0.81511,             0.00040505,             0.00040505,             0.00040505
                    114,                0.41945,                0.25011,                0.84431,                0.99621,                0.99542,                0.99443,                0.83467,                0.54017,                0.26212,                0.81082,             0.00040055,             0.00040055,             0.00040055
                    115,                0.41434,                0.25027,                0.84116,                0.99811,                0.99404,                 0.9945,                0.83162,                0.55884,                0.26887,                0.81593,             0.00039605,             0.00039605,             0.00039605
                    116,                0.41416,                0.24902,                 0.8458,                0.99551,                0.99333,                0.99444,                0.83084,                0.55641,                0.27054,                0.82859,             0.00039155,             0.00039155,             0.00039155
                    117,                0.42527,                0.25288,                0.84682,                0.99432,                0.99735,                0.99426,                0.83745,                0.54901,                0.25949,                0.82776,             0.00038705,             0.00038705,             0.00038705
                    118,                 0.4143,                0.25094,                0.84702,                0.99491,                0.99605,                0.99415,                0.83835,                0.54209,                0.26193,                0.82628,             0.00038255,             0.00038255,             0.00038255
                    119,                0.41789,                 0.2501,                0.84206,                0.99681,                0.99561,                0.99418,                0.83415,                0.54214,                0.26325,                0.82353,             0.00037805,             0.00037805,             0.00037805
                    120,                0.41601,                0.24717,                0.84307,                0.99692,                0.99561,                0.99439,                 0.8278,                0.54911,                0.26239,                0.81612,             0.00037355,             0.00037355,             0.00037355
                    121,                0.41523,                0.24717,                0.84123,                0.99685,                0.99561,                0.99447,                0.82676,                0.55305,                0.26279,                0.81555,             0.00036905,             0.00036905,             0.00036905
                    122,                0.41705,                0.25089,                0.84179,                0.99531,                0.99572,                0.99449,                0.83086,                0.55213,                0.26707,                0.81736,             0.00036455,             0.00036455,             0.00036455
                    123,                0.41184,                0.24019,                0.84762,                0.99721,                 0.9945,                0.99451,                0.82741,                0.55592,                 0.2692,                0.82994,             0.00036005,             0.00036005,             0.00036005
                    124,                0.41287,                0.24758,                0.84357,                0.99675,                0.99466,                0.99453,                0.83083,                0.54534,                0.26064,                0.82993,             0.00035556,             0.00035556,             0.00035556
                    125,                0.40742,                0.24469,                0.84389,                0.99483,                0.99396,                 0.9944,                0.83509,                0.54105,                0.26604,                0.81555,             0.00035106,             0.00035106,             0.00035106
                    126,                0.41538,                0.24848,                0.84424,                0.99151,                0.99707,                0.99437,                0.82968,                0.55427,                0.26963,                0.82795,             0.00034656,             0.00034656,             0.00034656
                    127,                0.41348,                0.24577,                 0.8434,                0.99289,                0.99561,                 0.9941,                0.82766,                0.55051,                0.26631,                0.82677,             0.00034206,             0.00034206,             0.00034206
                    128,                 0.4146,                0.24582,                0.84252,                0.99423,                0.99561,                0.99393,                0.82739,                0.55517,                  0.267,                0.83468,             0.00033756,             0.00033756,             0.00033756
                    129,                0.40798,                 0.2473,                0.83855,                0.99374,                0.99531,                0.99451,                 0.8274,                0.56277,                0.26288,                0.83166,             0.00033306,             0.00033306,             0.00033306
                    130,                0.41567,                0.24446,                0.84575,                0.99639,                0.99474,                0.99448,                0.83216,                0.55198,                 0.2608,                0.83031,             0.00032856,             0.00032856,             0.00032856
                    131,                0.41016,                0.24636,                0.84186,                0.98826,                0.99333,                0.99271,                0.83439,                0.54323,                0.26192,                0.82764,             0.00032406,             0.00032406,             0.00032406
                    132,                0.40706,                0.23769,                0.83934,                0.99568,                0.99561,                0.99445,                0.83838,                0.54102,                0.25593,                0.81737,             0.00031956,             0.00031956,             0.00031956
                    133,                0.41495,                0.24463,                0.84358,                0.99524,                0.99561,                0.99447,                0.82915,                0.55462,                0.26529,                0.81709,             0.00031506,             0.00031506,             0.00031506
                    134,                0.41167,                0.24067,                0.83889,                 0.9911,                0.99333,                0.99278,                0.81821,                0.55619,                0.26314,                0.81767,             0.00031056,             0.00031056,             0.00031056
                    135,                0.40893,                0.24231,                0.83617,                0.99427,                0.99561,                0.99398,                0.82716,                0.55994,                0.26016,                0.81786,             0.00030606,             0.00030606,             0.00030606
                    136,                0.41664,                0.24576,                0.84161,                0.99492,                0.99561,                0.99344,                0.82282,                0.55696,                0.26452,                  0.818,             0.00030156,             0.00030156,             0.00030156
                    137,                0.40868,                0.24014,                0.83923,                0.99493,                0.99561,                0.99273,                0.82651,                0.54308,                0.25926,                0.82076,             0.00029706,             0.00029706,             0.00029706
                    138,                0.40797,                0.23724,                0.84141,                0.99442,                0.99489,                0.99265,                0.83667,                 0.5363,                 0.2571,                0.81572,             0.00029256,             0.00029256,             0.00029256
                    139,                0.40939,                0.23467,                0.84068,                0.99545,                0.99333,                0.99267,                0.82924,                0.54723,                0.26158,                0.81537,             0.00028806,             0.00028806,             0.00028806
                    140,                0.41018,                0.23841,                0.83897,                0.99491,                0.99561,                0.99339,                0.82479,                 0.5525,                0.25589,                0.82009,             0.00028356,             0.00028356,             0.00028356
                    141,                0.40614,                0.23754,                0.84765,                0.99295,                0.99529,                0.99371,                0.83193,                0.54861,                0.25736,                0.81387,             0.00027906,             0.00027906,             0.00027906
                    142,                0.40857,                0.24067,                0.84325,                0.99564,                0.99086,                0.99409,                0.82633,                0.55095,                0.25989,                0.81888,             0.00027456,             0.00027456,             0.00027456
                    143,                0.40041,                 0.2332,                0.83941,                0.99769,                0.99318,                 0.9944,                0.83211,                0.55232,                0.25475,                0.81823,             0.00027006,             0.00027006,             0.00027006
                    144,                0.39812,                0.23443,                  0.838,                 0.9962,                0.99387,                0.99446,                0.83495,                0.55307,                0.25535,                0.82081,             0.00026556,             0.00026556,             0.00026556
                    145,                0.40457,                 0.2369,                0.83856,                 0.9974,                0.99413,                0.99446,                0.83125,                0.55993,                0.25413,                0.82206,             0.00026106,             0.00026106,             0.00026106
                    146,                0.40035,                0.23511,                0.83764,                0.99523,                0.99104,                0.99292,                0.82554,                0.55968,                0.25758,                0.82204,             0.00025657,             0.00025657,             0.00025657
                    147,                0.40384,                0.23378,                 0.8387,                0.99476,                0.99345,                0.99442,                0.82702,                0.55721,                0.25903,                 0.8178,             0.00025207,             0.00025207,             0.00025207
                    148,                0.39983,                0.23437,                 0.8382,                0.99488,                0.99392,                0.99441,                0.81944,                0.56057,                0.25111,                0.81415,             0.00024757,             0.00024757,             0.00024757
                    149,                0.39587,                0.23218,                0.83733,                0.99678,                0.99119,                0.99444,                0.83009,                0.55247,                0.25469,                0.81953,             0.00024307,             0.00024307,             0.00024307
                    150,                0.40181,                0.23403,                0.83751,                0.99373,                0.99561,                 0.9932,                0.83559,                0.54857,                 0.2557,                0.82008,             0.00023857,             0.00023857,             0.00023857
                    151,                0.39917,                0.23378,                0.83957,                0.99549,                0.99447,                0.99319,                0.82402,                0.56025,                0.26263,                0.81642,             0.00023407,             0.00023407,             0.00023407
                    152,                0.39466,                0.23245,                0.84003,                0.99287,                0.99484,                 0.9931,                0.82999,                0.55277,                0.25627,                0.81448,             0.00022957,             0.00022957,             0.00022957
                    153,                0.39502,                 0.2284,                0.83506,                0.99514,                0.99552,                0.99321,                0.83208,                0.54556,                0.25303,                0.81393,             0.00022507,             0.00022507,             0.00022507
                    154,                0.39388,                0.22978,                0.83847,                0.99349,                0.99274,                0.99435,                 0.8325,                0.55199,                0.25691,                0.81197,             0.00022057,             0.00022057,             0.00022057
                    155,                0.39882,                0.23051,                0.83727,                0.99314,                0.99002,                0.99214,                0.82811,                0.55571,                0.25909,                0.81575,             0.00021607,             0.00021607,             0.00021607
                    156,                0.39041,                0.22511,                0.83803,                0.99336,                0.99094,                0.99174,                0.83414,                 0.5551,                0.25515,                 0.8155,             0.00021157,             0.00021157,             0.00021157
                    157,                 0.3906,                0.22688,                0.83411,                0.99514,                 0.9924,                0.99415,                0.82878,                0.54902,                0.25141,                0.81612,             0.00020707,             0.00020707,             0.00020707
                    158,                0.38986,                0.22901,                0.83721,                0.99268,                0.99333,                0.99395,                0.83394,                0.54653,                0.25669,                0.81813,             0.00020257,             0.00020257,             0.00020257
                    159,                0.39618,                0.23152,                0.83895,                0.99045,                0.99034,                0.99188,                0.82764,                0.55345,                0.25851,                0.82107,             0.00019807,             0.00019807,             0.00019807
                    160,                0.39727,                0.22872,                0.83928,                0.99491,                0.99286,                0.99398,                   0.83,                0.55816,                0.25742,                0.81822,             0.00019357,             0.00019357,             0.00019357
