                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     18,                0.51338,                0.35413,                0.87133,                0.99477,                0.99499,                 0.9936,                0.78829,                0.59904,                0.35608,                0.83607,             0.00085801,             0.00085801,             0.00085801
                     19,                0.53028,                0.35558,                0.87594,                0.99281,                0.99561,                0.99385,                0.79776,                0.59009,                0.36434,                0.84143,             0.00085501,             0.00085501,             0.00085501
                     20,                0.52327,                0.35383,                0.87513,                0.99509,                0.99333,                 0.9937,                0.79962,                0.61585,                0.37373,                0.83372,             0.00085201,             0.00085201,             0.00085201
                     21,                0.50862,                0.34484,                0.87124,                0.99083,                0.99331,                0.99329,                0.81255,                0.60206,                0.36565,                0.83558,             0.00084901,             0.00084901,             0.00084901
                     22,                0.50946,                0.34377,                0.86887,                0.99304,                0.99539,                0.99424,                0.80814,                0.59631,                0.35342,                0.84266,             0.00084601,             0.00084601,             0.00084601
                     23,                0.49425,                0.33958,                0.86353,                 0.9956,                 0.9931,                0.99387,                 0.8079,                0.59164,                0.33296,                0.84221,             0.00084301,             0.00084301,             0.00084301
                     24,                0.51104,                 0.3401,                0.86872,                0.99505,                0.99489,                0.99398,                 0.8013,                0.60486,                0.34765,                0.85029,             0.00084001,             0.00084001,             0.00084001
                     25,                 0.5063,                 0.3341,                 0.8664,                0.99549,                0.99485,                0.99381,                 0.8118,                0.58601,                0.33774,                0.84043,             0.00083701,             0.00083701,             0.00083701
                     26,                0.49881,                0.33198,                 0.8665,                0.99155,                0.99561,                0.99264,                0.79979,                0.60066,                0.35763,                0.83811,             0.00083401,             0.00083401,             0.00083401
                     27,                0.50327,                0.33139,                0.86184,                0.98915,                0.99404,                0.99359,                0.80319,                0.58109,                0.33561,                0.83772,             0.00083101,             0.00083101,             0.00083101
                     28,                0.48845,                0.32755,                0.86644,                0.99696,                0.99358,                0.99433,                 0.8039,                0.58772,                0.34733,                 0.8321,             0.00082801,             0.00082801,             0.00082801
                     29,                0.49191,                 0.3264,                 0.8703,                  0.992,                0.99561,                0.99346,                0.80413,                0.58771,                0.33252,                0.83005,             0.00082501,             0.00082501,             0.00082501
                     30,                0.49541,                0.32952,                0.86205,                0.99405,                0.99561,                0.99325,                0.80668,                0.58583,                0.34464,                0.82655,             0.00082201,             0.00082201,             0.00082201
                     31,                0.49449,                0.32914,                0.86548,                0.99154,                0.99487,                0.99392,                0.80983,                0.59882,                0.33012,                0.82445,             0.00081901,             0.00081901,             0.00081901
                     32,                0.49641,                0.33226,                0.86171,                0.99137,                0.99561,                0.99318,                0.81278,                 0.5842,                0.34835,                0.83347,             0.00081601,             0.00081601,             0.00081601
                     33,                0.49278,                0.32236,                0.86607,                0.99525,                0.99561,                0.99346,                0.81135,                0.58177,                0.33777,                0.83824,             0.00081301,             0.00081301,             0.00081301
                     34,                 0.4876,                0.31704,                 0.8638,                0.99627,                0.99046,                0.99422,                0.81266,                0.57941,                0.32705,                0.82509,             0.00081001,             0.00081001,             0.00081001
                     35,                0.48879,                0.32283,                0.86606,                0.99116,                0.99436,                0.99356,                 0.8099,                0.57516,                0.32253,                0.81902,             0.00080701,             0.00080701,             0.00080701
                     36,                0.48602,                0.31733,                0.86293,                0.99097,                0.99098,                0.99416,                0.80825,                0.58339,                0.33995,                0.82401,             0.00080401,             0.00080401,             0.00080401
                     37,                0.49059,                0.31837,                0.86401,                0.99451,                0.98978,                0.99413,                0.81605,                0.56612,                0.31315,                0.81983,             0.00080101,             0.00080101,             0.00080101
                     38,                 0.4838,                0.31471,                0.86266,                0.97775,                0.98963,                0.99099,                 0.7943,                0.58049,                0.32483,                0.81968,             0.00079801,             0.00079801,             0.00079801
                     39,                0.48629,                 0.3198,                0.86342,                0.99276,                0.99614,                 0.9943,                0.81219,                0.56946,                0.33532,                0.83364,             0.00079501,             0.00079501,             0.00079501
                     40,                 0.4807,                0.31097,                0.85966,                0.99381,                0.99379,                0.99407,                0.81793,                0.57358,                0.32553,                0.83102,             0.00079201,             0.00079201,             0.00079201
                     41,                0.48166,                0.30914,                0.86204,                0.99504,                 0.9926,                0.99288,                0.81336,                0.58216,                0.30675,                0.82503,             0.00078901,             0.00078901,             0.00078901
                     42,                 0.4816,                0.31118,                0.86001,                0.99428,                0.99333,                0.99294,                0.81414,                0.56818,                0.31945,                0.81994,             0.00078601,             0.00078601,             0.00078601
                     43,                0.47549,                0.30933,                0.86062,                0.99473,                0.99198,                0.99399,                0.80909,                0.59186,                0.32023,                0.83465,             0.00078301,             0.00078301,             0.00078301
                     44,                0.48002,                0.30904,                0.85653,                0.99553,                0.99561,                0.99432,                 0.8163,                0.59285,                0.32209,                0.84035,             0.00078001,             0.00078001,             0.00078001
                     45,                0.48216,                0.31689,                0.86095,                0.99485,                0.99333,                0.99289,                0.79716,                0.60137,                0.33175,                0.84802,             0.00077701,             0.00077701,             0.00077701
                     46,                0.47897,                 0.3152,                0.85986,                0.99511,                0.99561,                 0.9934,                0.81161,                0.58576,                0.31395,                0.84041,             0.00077401,             0.00077401,             0.00077401
                     47,                0.47821,                 0.3167,                0.85341,                0.99476,                0.99269,                0.99364,                0.81614,                0.57892,                0.31606,                0.82755,             0.00077101,             0.00077101,             0.00077101
                     48,                0.46476,                0.29691,                0.85714,                0.98456,                0.99378,                0.99402,                0.81739,                0.57077,                0.31404,                0.82335,             0.00076801,             0.00076801,             0.00076801
                     49,                0.46727,                0.29689,                0.85901,                0.99432,                0.99561,                0.99403,                0.81939,                0.57286,                0.30797,                0.81663,             0.00076501,             0.00076501,             0.00076501
                     50,                 0.4768,                0.30257,                0.86021,                0.99377,                0.99466,                0.99377,                0.82263,                0.57607,                0.32574,                0.82289,             0.00076201,             0.00076201,             0.00076201
                     51,                0.46778,                0.30021,                0.85825,                0.98411,                0.99104,                0.99283,                0.80521,                 0.5908,                0.31378,                 0.8272,             0.00075902,             0.00075902,             0.00075902
                     52,                0.46985,                0.30404,                0.86315,                0.99358,                0.99518,                0.99408,                0.80428,                0.57517,                0.31541,                0.81907,             0.00075602,             0.00075602,             0.00075602
                     53,                0.47059,                0.29678,                0.85481,                0.99323,                0.99648,                0.99433,                 0.8274,                0.56544,                0.31242,                0.82177,             0.00075302,             0.00075302,             0.00075302
                     54,                0.46974,                0.29788,                0.85925,                 0.9895,                0.99561,                0.99429,                0.83073,                0.56056,                0.30292,                0.81877,             0.00075002,             0.00075002,             0.00075002
                     55,                0.46527,                0.29512,                 0.8581,                0.99536,                 0.9954,                0.99379,                0.81804,                0.57753,                0.29904,                0.82434,             0.00074702,             0.00074702,             0.00074702
                     56,                0.46568,                 0.2963,                0.85305,                0.99449,                0.99561,                0.99407,                0.81714,                0.57893,                 0.3056,                0.82084,             0.00074402,             0.00074402,             0.00074402
                     57,                0.46565,                0.29115,                0.85601,                0.99702,                0.99238,                0.99394,                 0.8024,                 0.5852,                 0.3101,                0.82556,             0.00074102,             0.00074102,             0.00074102
                     58,                0.47723,                0.30621,                0.85804,                0.99721,                0.99424,                0.99445,                0.81578,                0.57975,                0.29946,                0.82628,             0.00073802,             0.00073802,             0.00073802
                     59,                0.47186,                0.29673,                0.85896,                0.99148,                0.99224,                0.99417,                 0.8264,                0.58061,                0.30191,                0.83183,             0.00073502,             0.00073502,             0.00073502
                     60,                0.45887,                0.28897,                 0.8567,                 0.9942,                0.99561,                0.99406,                0.82426,                0.57085,                0.29747,                0.82662,             0.00073202,             0.00073202,             0.00073202
                     61,                0.46023,                0.28724,                0.85841,                0.99824,                0.99584,                0.99451,                 0.8249,                 0.5512,                0.28531,                0.82827,             0.00072902,             0.00072902,             0.00072902
                     62,                0.47037,                0.28994,                0.85514,                0.99373,                0.99333,                0.99174,                0.81639,                0.56913,                0.29485,                 0.8338,             0.00072602,             0.00072602,             0.00072602
                     63,                0.47337,                0.29268,                 0.8613,                0.99745,                0.99522,                0.99392,                0.81661,                0.58277,                0.30985,                0.83075,             0.00072302,             0.00072302,             0.00072302
                     64,                 0.4561,                 0.2812,                0.85655,                 0.9953,                0.99368,                0.99378,                0.82321,                0.56482,                0.29541,                0.83246,             0.00072002,             0.00072002,             0.00072002
                     65,                0.45352,                 0.2876,                0.85037,                0.99294,                0.99499,                0.99437,                0.81784,                 0.5697,                0.29769,                0.83478,             0.00071702,             0.00071702,             0.00071702
                     66,                0.45732,                0.28808,                0.85333,                 0.9944,                0.99549,                0.99434,                0.81373,                0.57042,                0.29422,                0.83128,             0.00071402,             0.00071402,             0.00071402
                     67,                0.45347,                0.28506,                0.85504,                0.99543,                0.99468,                0.99419,                0.81853,                0.55573,                0.28977,                 0.8291,             0.00071102,             0.00071102,             0.00071102
                     68,                 0.4572,                0.28482,                0.85542,                0.99656,                0.99359,                0.99447,                0.81644,                0.57301,                0.29894,                0.82381,             0.00070802,             0.00070802,             0.00070802
                     69,                0.45934,                0.28416,                0.85436,                0.99341,                0.99561,                0.99401,                0.81515,                0.57251,                0.29565,                0.81899,             0.00070502,             0.00070502,             0.00070502
                     70,                0.45015,                0.27802,                0.85107,                0.99321,                0.99561,                0.99445,                 0.8236,                0.56947,                0.28989,                0.82651,             0.00070202,             0.00070202,             0.00070202
                     71,                0.45766,                0.28642,                0.85562,                0.99552,                0.99678,                 0.9944,                0.81496,                0.57322,                0.29367,                0.82357,             0.00069902,             0.00069902,             0.00069902
                     72,                0.45076,                0.27889,                0.85559,                0.99536,                0.99561,                0.99441,                0.82243,                0.56835,                0.29563,                0.81924,             0.00069602,             0.00069602,             0.00069602
                     73,                0.45903,                0.28308,                0.85402,                0.99428,                 0.9916,                0.99414,                0.82567,                0.56394,                0.30052,                0.83474,             0.00069302,             0.00069302,             0.00069302
                     74,                0.45369,                0.28737,                0.86172,                0.99125,                0.99561,                0.99429,                0.82728,                 0.5601,                0.28584,                0.82804,             0.00069002,             0.00069002,             0.00069002
                     75,                0.44676,                0.28618,                0.85753,                0.99377,                0.99424,                0.99428,                0.81404,                0.57287,                0.29685,                0.83339,             0.00068702,             0.00068702,             0.00068702
                     76,                0.44842,                0.28098,                0.85349,                0.99097,                0.99277,                0.99262,                0.82152,                0.57933,                0.30618,                0.82316,             0.00068402,             0.00068402,             0.00068402
                     77,                0.46491,                0.29001,                0.85412,                0.99259,                0.99203,                0.99256,                0.82319,                0.58203,                0.29905,                0.83187,             0.00068102,             0.00068102,             0.00068102
                     78,                0.45494,                0.28371,                0.85379,                0.99753,                0.99561,                0.99444,                0.83381,                0.55486,                0.29706,                0.81534,             0.00067802,             0.00067802,             0.00067802
                     79,                0.44672,                0.27767,                0.85011,                0.99717,                0.99553,                0.99443,                0.83013,                0.55007,                0.29627,                0.82326,             0.00067502,             0.00067502,             0.00067502
                     80,                0.46319,                0.28589,                0.85784,                0.99693,                0.99393,                0.99431,                0.81775,                0.57661,                0.30112,                0.83457,             0.00067202,             0.00067202,             0.00067202
                     81,                0.45779,                0.28589,                0.85515,                 0.9931,                0.99259,                0.99435,                0.81636,                0.57621,                0.29869,                0.82787,             0.00066902,             0.00066902,             0.00066902
                     82,                0.45664,                0.28391,                 0.8546,                 0.9937,                0.99333,                0.99421,                0.82134,                0.56958,                0.29986,                0.83453,             0.00066602,             0.00066602,             0.00066602
                     83,                0.45564,                0.27637,                0.85359,                0.99392,                0.99333,                0.99405,                0.81205,                0.58124,                0.29388,                0.83466,             0.00066302,             0.00066302,             0.00066302
                     84,                0.44253,                 0.2778,                0.85296,                0.99726,                0.99333,                0.99438,                0.81816,                0.56986,                0.28181,                0.82968,             0.00066002,             0.00066002,             0.00066002
                     85,                0.44444,                0.27425,                 0.8549,                0.99469,                0.99561,                0.99431,                0.83082,                0.55845,                0.28956,                0.82944,             0.00065703,             0.00065703,             0.00065703
                     86,                0.45626,                0.28106,                0.84766,                0.99704,                0.99243,                 0.9941,                0.82829,                0.55348,                0.27764,                0.83401,             0.00065403,             0.00065403,             0.00065403
                     87,                0.44604,                0.27708,                  0.849,                0.99237,                0.99514,                0.99439,                0.83645,                0.54394,                0.27784,                0.82757,             0.00065103,             0.00065103,             0.00065103
                     88,                0.44251,                0.27473,                0.84139,                0.99606,                0.99212,                0.99448,                0.82895,                0.55279,                0.28701,                0.82809,             0.00064803,             0.00064803,             0.00064803
                     89,                0.44545,                0.27706,                 0.8496,                0.99499,                0.99356,                0.99426,                0.83086,                0.55366,                0.29201,                0.81502,             0.00064503,             0.00064503,             0.00064503
                     90,                0.44159,                0.26947,                0.85226,                0.99728,                0.99482,                0.99452,                0.82017,                0.55689,                0.28612,                0.81382,             0.00064203,             0.00064203,             0.00064203
                     91,                 0.4528,                0.27859,                0.85564,                  0.992,                0.99553,                0.99447,                0.80948,                0.58173,                0.29625,                0.81912,             0.00063903,             0.00063903,             0.00063903
                     92,                0.44154,                0.27423,                0.84629,                0.99278,                0.99561,                0.99447,                0.82052,                0.56158,                 0.2832,                0.83081,             0.00063603,             0.00063603,             0.00063603
                     93,                0.43894,                0.26835,                0.85495,                0.99423,                0.99496,                 0.9943,                0.82355,                0.56965,                0.29767,                 0.8342,             0.00063303,             0.00063303,             0.00063303
                     94,                0.43736,                0.27031,                0.84776,                0.99408,                0.99517,                0.99434,                0.81882,                 0.5755,                0.27949,                0.83414,             0.00063003,             0.00063003,             0.00063003
                     95,                0.44447,                0.26629,                0.84797,                0.99738,                0.99496,                0.99448,                0.82022,                0.57071,                 0.2896,                0.83111,             0.00062703,             0.00062703,             0.00062703
                     96,                0.45027,                0.27701,                0.85043,                0.99578,                0.99366,                0.99448,                0.82749,                0.56509,                0.28256,                0.82551,             0.00062403,             0.00062403,             0.00062403
                     97,                0.44301,                0.27634,                 0.8506,                0.99665,                0.99498,                0.99382,                 0.8264,                0.56642,                0.29437,                0.83297,             0.00062103,             0.00062103,             0.00062103
                     98,                0.43464,                0.27119,                0.85128,                0.99605,                0.99512,                0.99364,                0.82762,                0.55431,                0.29431,                0.82996,             0.00061803,             0.00061803,             0.00061803
                     99,                 0.4425,                0.27238,                0.85185,                0.99535,                0.99561,                 0.9943,                0.83129,                0.56058,                0.28289,                0.83635,             0.00061503,             0.00061503,             0.00061503
                    100,                0.44798,                 0.2755,                0.84939,                0.99475,                0.99758,                0.99414,                0.82003,                0.56087,                0.29147,                0.83422,             0.00061203,             0.00061203,             0.00061203
                    101,                0.43639,                0.26728,                0.84919,                0.99524,                0.99561,                0.99422,                0.83149,                0.55144,                0.28356,                0.83159,             0.00060903,             0.00060903,             0.00060903
                    102,                0.44251,                0.27221,                0.84613,                0.99677,                0.99414,                0.99445,                0.83595,                0.54468,                0.28053,                0.82943,             0.00060603,             0.00060603,             0.00060603
                    103,                0.43927,                0.26832,                0.85203,                0.99658,                0.99339,                0.99447,                0.83143,                0.56198,                0.28262,                0.83311,             0.00060303,             0.00060303,             0.00060303
                    104,                0.43967,                0.26875,                0.84586,                0.99604,                0.99333,                0.99404,                0.82474,                0.55585,                0.27821,                 0.8317,             0.00060003,             0.00060003,             0.00060003
                    105,                0.44889,                0.27029,                0.85119,                0.99446,                0.99508,                  0.994,                0.83003,                0.55208,                0.27425,                0.83221,             0.00059703,             0.00059703,             0.00059703
                    106,                0.43909,                0.26714,                0.85007,                0.99469,                0.99333,                0.99439,                0.82587,                0.55491,                  0.284,                0.83208,             0.00059403,             0.00059403,             0.00059403
                    107,                0.43151,                0.26237,                0.84284,                0.99422,                0.99333,                0.99439,                0.83149,                0.54935,                0.27605,                0.82907,             0.00059103,             0.00059103,             0.00059103
                    108,                0.42792,                0.25859,                0.84201,                0.99595,                0.99333,                0.99435,                0.82736,                0.54926,                0.28039,                0.82908,             0.00058803,             0.00058803,             0.00058803
                    109,                0.42989,                0.26448,                0.84327,                0.99213,                0.99338,                0.99349,                0.82852,                0.54109,                0.28847,                0.81992,             0.00058503,             0.00058503,             0.00058503
                    110,                0.42702,                0.26175,                0.84404,                0.99384,                0.99727,                 0.9935,                0.82837,                0.55902,                0.28902,                0.81765,             0.00058203,             0.00058203,             0.00058203
                    111,                0.43269,                0.26273,                0.84581,                0.99617,                0.99428,                0.99444,                0.83382,                0.56172,                0.28443,                0.81493,             0.00057903,             0.00057903,             0.00057903
                    112,                0.43375,                0.26329,                 0.8484,                0.99495,                0.99483,                0.99428,                0.82259,                0.56281,                0.27575,                0.81146,             0.00057603,             0.00057603,             0.00057603
                    113,                0.43835,                0.26626,                0.84599,                0.99364,                0.99347,                0.99436,                0.82493,                0.55885,                0.27745,                0.81685,             0.00057303,             0.00057303,             0.00057303
                    114,                0.42674,                0.25403,                0.84504,                0.99197,                0.99479,                0.99393,                0.82717,                0.54745,                0.27652,                0.80892,             0.00057003,             0.00057003,             0.00057003
                    115,                 0.4239,                0.25439,                 0.8414,                0.99018,                0.98968,                0.99278,                0.83157,                0.54383,                0.27557,                0.81396,             0.00056703,             0.00056703,             0.00056703
                    116,                0.42561,                0.25759,                0.84853,                0.99412,                0.99333,                 0.9944,                0.83762,                0.55337,                0.26889,                  0.817,             0.00056403,             0.00056403,             0.00056403
                    117,                0.43398,                0.26129,                 0.8502,                0.99743,                0.99119,                0.99432,                 0.8312,                 0.5621,                0.27468,                 0.8146,             0.00056103,             0.00056103,             0.00056103
                    118,                0.42765,                0.26374,                0.85029,                0.99669,                0.99248,                 0.9943,                0.82641,                0.56948,                0.27541,                0.81968,             0.00055804,             0.00055804,             0.00055804
                    119,                0.43094,                0.25902,                 0.8469,                0.99583,                0.99561,                0.99403,                0.83129,                0.55498,                0.27278,                0.81473,             0.00055504,             0.00055504,             0.00055504
                    120,                0.42842,                0.25602,                0.84686,                0.98973,                0.99567,                0.99418,                 0.8317,                0.54623,                0.27008,                0.81246,             0.00055204,             0.00055204,             0.00055204
                    121,                0.42723,                0.25759,                0.84644,                0.99073,                0.99535,                0.99395,                0.83191,                0.54033,                0.27494,                0.80686,             0.00054904,             0.00054904,             0.00054904
                    122,                0.42976,                0.26155,                0.84506,                0.99281,                0.99461,                0.99436,                0.83156,                 0.5511,                0.27964,                0.80852,             0.00054604,             0.00054604,             0.00054604
                    123,                0.42351,                0.25042,                0.85122,                0.99377,                 0.9941,                0.99413,                 0.8214,                0.55446,                0.28102,                0.81436,             0.00054304,             0.00054304,             0.00054304
                    124,                0.42617,                   0.26,                 0.8486,                0.99265,                0.99552,                0.99409,                0.82832,                0.54947,                0.27761,                0.82684,             0.00054004,             0.00054004,             0.00054004
                    125,                0.42021,                0.25571,                0.84522,                 0.9908,                0.99561,                0.99378,                0.82811,                0.54847,                0.28016,                0.83159,             0.00053704,             0.00053704,             0.00053704
                    126,                0.42789,                0.26168,                0.84534,                0.99362,                0.99461,                0.99361,                 0.8327,                0.54491,                0.27647,                0.82808,             0.00053404,             0.00053404,             0.00053404
                    127,                0.41979,                0.25501,                0.84435,                0.99487,                0.99561,                0.99421,                0.82968,                0.54536,                0.27818,                0.82604,             0.00053104,             0.00053104,             0.00053104
                    128,                0.42374,                 0.2554,                0.84429,                0.99323,                0.99561,                0.99394,                0.82446,                0.55104,                0.27645,                0.82193,             0.00052804,             0.00052804,             0.00052804
                    129,                0.41947,                0.25263,                0.84181,                0.99478,                0.99333,                0.99418,                0.82572,                0.56215,                0.27089,                0.82335,             0.00052504,             0.00052504,             0.00052504
                    130,                 0.4292,                0.25545,                  0.849,                0.99466,                0.99397,                0.99429,                0.82625,                0.56487,                 0.2746,                0.82107,             0.00052204,             0.00052204,             0.00052204
                    131,                0.42465,                0.25775,                 0.8476,                 0.9946,                0.99014,                0.99248,                0.82748,                0.54592,                0.26656,                0.81653,             0.00051904,             0.00051904,             0.00051904
                    132,                0.41657,                0.24949,                0.84263,                0.99201,                0.99104,                0.99327,                0.83132,                0.54385,                0.27672,                0.81548,             0.00051604,             0.00051604,             0.00051604
                    133,                 0.4249,                0.25401,                0.84593,                0.99329,                0.99333,                0.99419,                0.82768,                0.55909,                0.27939,                0.82281,             0.00051304,             0.00051304,             0.00051304
                    134,                0.42525,                 0.2515,                0.84183,                0.99393,                0.99561,                0.99447,                0.81147,                0.57592,                0.28298,                 0.8353,             0.00051004,             0.00051004,             0.00051004
                    135,                 0.4199,                0.25443,                0.83842,                0.99382,                0.99561,                0.99414,                0.82165,                0.57616,                0.27815,                0.83528,             0.00050704,             0.00050704,             0.00050704
                    136,                0.42725,                0.25768,                0.84394,                0.99463,                0.99485,                0.99334,                0.82178,                0.57096,                0.27901,                0.83359,             0.00050404,             0.00050404,             0.00050404
                    137,                0.41821,                0.25221,                0.84174,                0.98713,                0.99265,                0.98926,                0.82849,                0.56168,                0.27848,                0.82112,             0.00050104,             0.00050104,             0.00050104
                    138,                0.41627,                0.24701,                0.84387,                 0.9931,                0.99182,                0.99255,                0.83138,                0.54844,                0.27219,                0.81434,             0.00049804,             0.00049804,             0.00049804
                    139,                0.42188,                0.24651,                0.84556,                0.99516,                0.99333,                0.99366,                0.83005,                0.55134,                0.27685,                0.81456,             0.00049504,             0.00049504,             0.00049504
                    140,                0.42559,                 0.2546,                0.84243,                0.99178,                0.99561,                 0.9936,                0.82022,                 0.5586,                0.27991,                0.81636,             0.00049204,             0.00049204,             0.00049204
                    141,                0.42135,                0.25245,                0.84875,                0.99667,                0.99395,                0.99438,                 0.8301,                0.55006,                0.27481,                0.81398,             0.00048904,             0.00048904,             0.00048904
                    142,                0.42446,                0.25387,                0.84559,                0.99248,                0.99561,                0.99389,                0.81916,                 0.5625,                0.27907,                0.81765,             0.00048604,             0.00048604,             0.00048604
                    143,                0.41308,                0.24567,                0.84271,                0.99169,                0.99109,                0.99224,                0.82248,                0.56701,                0.27224,                0.82244,             0.00048304,             0.00048304,             0.00048304
                    144,                0.41404,                0.25067,                0.84248,                0.99352,                0.99472,                0.99445,                0.82967,                0.56183,                0.26877,                  0.817,             0.00048004,             0.00048004,             0.00048004
                    145,                0.42264,                0.25122,                0.84322,                0.99241,                0.99561,                0.99435,                0.81643,                0.57994,                0.28247,                 0.8246,             0.00047704,             0.00047704,             0.00047704
                    146,                0.41549,                0.24787,                0.84199,                0.99501,                0.99246,                0.99338,                0.82389,                 0.5681,                0.28053,                 0.8185,             0.00047404,             0.00047404,             0.00047404
                    147,                0.42302,                0.24982,                0.84278,                0.99258,                0.98891,                0.99186,                0.82533,                0.57055,                  0.281,                0.82046,             0.00047104,             0.00047104,             0.00047104
                    148,                0.42126,                0.25023,                0.84351,                0.99443,                0.99119,                0.99416,                0.83056,                0.56121,                0.27438,                0.81227,             0.00046804,             0.00046804,             0.00046804
                    149,                0.41137,                0.24574,                0.84142,                0.99493,                0.99289,                0.99431,                0.82664,                0.55039,                0.27552,                0.81355,             0.00046504,             0.00046504,             0.00046504
                    150,                0.41905,                0.25018,                0.84173,                0.98874,                0.99561,                0.99413,                0.82678,                0.55774,                0.27705,                0.81819,             0.00046204,             0.00046204,             0.00046204
                    151,                0.41388,                0.24921,                0.84292,                0.99134,                0.99333,                0.99341,                0.82209,                0.56585,                0.27881,                0.81151,             0.00045904,             0.00045904,             0.00045904
                    152,                0.41047,                0.24396,                0.84441,                0.99577,                0.99561,                0.99428,                0.82327,                0.57073,                0.27275,                0.80977,             0.00045605,             0.00045605,             0.00045605
                    153,                0.40928,                0.24088,                0.83937,                0.99622,                0.99311,                0.99446,                0.82734,                0.55998,                0.26281,                0.80989,             0.00045305,             0.00045305,             0.00045305
                    154,                0.40809,                0.24555,                0.84178,                0.98877,                  0.995,                0.99399,                0.83232,                0.55333,                0.26692,                0.81187,             0.00045005,             0.00045005,             0.00045005
                    155,                0.41706,                0.24702,                0.84051,                0.99166,                0.98876,                0.99222,                0.82251,                0.55759,                0.27217,                0.81896,             0.00044705,             0.00044705,             0.00044705
                    156,                0.40883,                0.24007,                 0.8415,                0.99338,                0.99365,                 0.9939,                 0.8318,                0.56087,                0.27628,                0.81992,             0.00044405,             0.00044405,             0.00044405
                    157,                0.40641,                0.24268,                0.83642,                 0.9957,                0.99358,                0.99434,                 0.8261,                0.55949,                0.26965,                0.82888,             0.00044105,             0.00044105,             0.00044105
                    158,                0.40291,                0.24204,                0.83961,                0.99046,                0.99162,                0.99412,                0.83425,                0.55387,                0.26393,                0.83342,             0.00043805,             0.00043805,             0.00043805
                    159,                0.41384,                0.24755,                0.84157,                0.99207,                0.99104,                0.99396,                0.83034,                0.55231,                0.27196,                0.83305,             0.00043505,             0.00043505,             0.00043505
                    160,                0.41612,                0.24717,                0.84299,                0.99343,                0.99418,                0.99442,                0.82396,                0.56867,                0.27225,                0.83251,             0.00043205,             0.00043205,             0.00043205
